tenure,kde_x,kde_y
2.0,0.0046689374661474025,0.005066617407862101
2.1,0.005611969977780161,0.006042875842132972
2.2,0.006716223580818715,0.007174611463974322
2.3000000000000003,0.007999556197171387,0.00847694244761936
2.4000000000000004,0.00947894717552087,0.009963874575873454
2.5000000000000004,0.011169677510651574,0.011647612989456218
2.6000000000000005,0.013084454942201377,0.013537850796579695
2.7000000000000006,0.015232535659789041,0.015641077169224474
2.8000000000000007,0.01761890269424763,0.017959952198106928
2.900000000000001,0.020243564339079034,0.020492796446725393
3.000000000000001,0.02310103294337913,0.02323323919139281
3.100000000000001,0.026180034696570296,0.026170060633059888
3.200000000000001,0.02946348504997465,0.029287250402173448
3.300000000000001,0.032928743619667154,0.0325642885490868
3.4000000000000012,0.03654813906043871,0.03597663753410668
3.5000000000000013,0.04028973131497829,0.039496416442623694
3.6000000000000014,0.044118258770813795,0.043093213748071464
3.7000000000000015,0.04799620378472733,0.046734984192178065
3.8000000000000016,0.05188490352682289,0.050388970008456484
3.9000000000000017,0.055745634782594373,0.054022587341862244
4.000000000000002,0.0595406106019988,0.05760422509789563
4.100000000000001,0.06323384173393344,0.06110391463425776
4.200000000000002,0.06679183407733265,0.06449384317116376
4.3000000000000025,0.07018411206011979,0.06774869971304773
4.400000000000002,0.07338357431355325,0.0708458577940773
4.500000000000002,0.07636670033242668,0.07376541287575276
4.600000000000002,0.07911363408442776,0.07649010257091289
4.700000000000003,0.08160817287966676,0.07900514440813448
4.8000000000000025,0.08383768821454961,0.08129802846861743
4.900000000000002,0.08579300124503997,0.08335830122011192
5.000000000000003,0.08746823056889744,0.08517737281210283
5.100000000000003,0.08886062533098948,0.0867483736670342
5.200000000000003,0.0899703929661334,0.08806607810274307
5.3000000000000025,0.09080052819912225,0.08912690359780902
5.400000000000003,0.09135664779474206,0.08992898477152088
5.5000000000000036,0.09164683335804347,0.09047231179764878
5.600000000000003,0.09168148170982524,0.09075891445334924
5.700000000000003,0.09147315886098316,0.09079306602465002
5.800000000000003,0.09103644972159022,0.09058147657160183
5.900000000000004,0.09038779216986732,0.09013344324555911
6.0000000000000036,0.08954528195077786,0.08946092689442542
6.100000000000003,0.08852843496681836,0.08857852919548279
6.200000000000004,0.08735789639008605,0.0875033527031146
6.300000000000004,0.08605509162287749,0.08625473672120618
6.400000000000004,0.08464182181199682,0.08485387366333758
6.5000000000000036,0.08313981523086983,0.0833233221729996
6.600000000000004,0.08157025397566221,0.0816864433493375
6.700000000000005,0.07995330171186536,0.07996679376438527
