age,kde_x,kde_y
17,0.0019365143943239126,0.0018905117995576455
18,0.003194668032117196,0.003084563490687927
19,0.004759912389826206,0.004579679168489613
20,0.006598202367028807,0.006348766299985113
21,0.00868794091361381,0.00837881299008883
22,0.01096039586080792,0.010635665450562408
23,0.013257859883684081,0.013011048181641699
24,0.015383149714872356,0.015309515342267613
25,0.017204250072804485,0.01730897371661375
26,0.018705958126838992,0.018857546742220226
27,0.01994079767469476,0.019924666855179463
28,0.020942161275201224,0.02057338938895835
29,0.021682133654616242,0.02089719714443879
30,0.022089624741846833,0.02096903242227214
31,0.022098830157977284,0.020819573941734195
32,0.021700227012613288,0.0204533326849193
33,0.020969798412171066,0.019890581974573045
34,0.0200534595971279,0.019192439338901527
35,0.019110243274968297,0.01844502239459323
36,0.018253280858926756,0.01772745818159365
37,0.01752936661517454,0.01709755483979032
38,0.016945611958900562,0.016599679448360168
39,0.016517723241755287,0.01627870391000328
40,0.016294584579535473,0.016179987024716024
41,0.016324066214677257,0.016321479557701576
42,0.016582923751787812,0.016652327309368387
43,0.016950161635943786,0.017045906576365684
44,0.017271926839100712,0.017361460748843264
45,0.01746897660644327,0.017540740718808488
46,0.017593166298602445,0.0176567810330021
47,0.017786009624512815,0.017866837195324704
48,0.01817179671977868,0.018304322478457764
49,0.0187744923691893,0.018986958250192452
50,0.01952601767641713,0.01979937142959688
51,0.02032823757765647,0.020560924743744827
52,0.021080467502450368,0.021135430165648596
53,0.021674733588640825,0.021507352807805215
54,0.022029180905582885,0.021769213404288425
55,0.02214674919758122,0.02202967093153226
56,0.02211025159828582,0.022317693415074624
57,0.022004916819377895,0.022562583890956736
58,0.021860240927717243,0.022655818894397498
59,0.021660187034287112,0.022526856136521195
60,0.021375657445215645,0.022168059066197253
61,0.020979712658114335,0.021608548715995202
62,0.020461754992757517,0.02089027710212712
63,0.019843488931671382,0.020075346937960054
64,0.019154113154780366,0.019237796502652154
65,0.018357572020513628,0.018395167231107536
66,0.01732194444515121,0.017447134921970236
67,0.015919062154961982,0.016236705627356164
68,0.01418494055042429,0.014712415778294345
69,0.01235238260526619,0.013014235106733732
70,0.010686967439597399,0.011370905973955233
71,0.009296979903444141,0.009920429568951786
72,0.008117890583103372,0.008647873392301973
73,0.007046228965812149,0.007474646233462688
74,0.00604298665634542,0.006364714094605174
75,0.005124805437534002,0.005341806134696756
76,0.004312076836260456,0.00444531149788435
77,0.00360851276900598,0.003697380306382038
78,0.0030107494920292924,0.0030980036870441635
79,0.002517102218781688,0.002626433473057942
80,0.0021243695189924893,0.0022439601236407107
81,0.0018194425830517739,0.0019085478514645118
82,0.0015757697641911863,0.0015969457537036763
83,0.0013607310904749422,0.0013138931987116465
84,0.0011512866229387662,0.0010780280090352079
85,0.0009459263010510078,0.0008978035162996382
86,0.000760518783849802,0.000759718365024732
87,0.0006102123413001505,0.0006378632168589407
88,0.0004953080726318227,0.0005143339010845608
89,0.0004039021902009547,0.00039164581476204443
90,0.00032405719715864243,0.0002863881443963413
91,0.0002511543873082974,0.00021133202023677653
92,0.00018669597468840118,0.00016395359573440692
93,0.00013369278035551017,0.000130858095691093
94,9.31407933716024e-05,0.00010040169679124443
95,6.321384697302055e-05,6.991516414370463e-05
96,4.0938956644670036e-05,4.3034398808178974e-05
